! 1H range in H2O
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
210.000000	281704    	210.000000	282027    	210.000000	282442    	210.000000	282617    	210.000000	282440    	210.000000	5441.61   	210.000000	2516.12   	210.000000	7208.17   	210.000000	6027.01   	210.000000	7300.25   	
220.000000	304911    	220.000000	305294    	220.000000	305772    	220.000000	305967    	220.000000	305772    	220.000000	5865.88   	220.000000	2710.55   	220.000000	7787.5    	220.000000	6505.65   	220.000000	7906.05   	
230.000000	328771    	230.000000	329228    	230.000000	329775    	230.000000	329989    	230.000000	329775    	230.000000	6298.99   	230.000000	2909.42   	230.000000	8381.32   	230.000000	6996.58   	230.000000	8529.3    	
240.000000	353262    	240.000000	353809    	240.000000	354428    	240.000000	354662    	240.000000	354429    	240.000000	6740.39   	240.000000	3112.57   	240.000000	8988.96   	240.000000	7499.35   	240.000000	9169.4    	
250.000000	378368    	250.000000	379018    	250.000000	379713    	250.000000	379967    	250.000000	379714    	250.000000	7189.58   	250.000000	3319.83   	250.000000	9609.83   	250.000000	8013.53   	250.000000	9825.81   	
260.000000	404071    	260.000000	404834    	260.000000	405608    	260.000000	405883    	260.000000	405609    	260.000000	7646.08   	260.000000	3531.07   	260.000000	10243.3   	260.000000	8538.7    	260.000000	10498     	
270.000000	430353    	270.000000	431241    	270.000000	432097    	270.000000	432393    	270.000000	432097    	270.000000	8109.42   	270.000000	3746.12   	270.000000	10888.9   	270.000000	9074.47   	270.000000	11185.4   	
280.000000	457198    	280.000000	458221    	280.000000	459160    	280.000000	459478    	280.000000	459160    	280.000000	8579.17   	280.000000	3964.89   	280.000000	11546.1   	280.000000	9620.44   	280.000000	11887.6   	
290.000000	484591    	290.000000	485757    	290.000000	486782    	290.000000	487121    	290.000000	486781    	290.000000	9054.92   	290.000000	4187.11   	290.000000	12214.2   	290.000000	10176.3   	290.000000	12604     	
300.000000	512517    	300.000000	513834    	300.000000	514945    	300.000000	515307    	300.000000	514943    	300.000000	9536.28   	300.000000	4412.58   	300.000000	12892.9   	300.000000	10741.6   	300.000000	13334.3   	
310.000000	540963    	310.000000	542436    	310.000000	543631    	310.000000	544018    	310.000000	543630    	310.000000	10022.9   	310.000000	4641.37   	310.000000	13581.7   	310.000000	11316.1   	310.000000	14077.9   	
320.000000	569913    	320.000000	571548    	320.000000	572827    	320.000000	573241    	320.000000	572828    	320.000000	10514.4   	320.000000	4873.27   	320.000000	14280.2   	320.000000	11899.4   	320.000000	14834.5   	
330.000000	599355    	330.000000	601156    	330.000000	602520    	330.000000	602959    	330.000000	602521    	330.000000	11010.5   	330.000000	5108.03   	330.000000	14987.8   	330.000000	12491.2   	330.000000	15603.6   	
340.000000	629277    	340.000000	631247    	340.000000	632693    	340.000000	633160    	340.000000	632696    	340.000000	11510.8   	340.000000	5345.6    	340.000000	15704.2   	340.000000	13091.2   	340.000000	16384.8   	
350.000000	659665    	350.000000	661807    	350.000000	663335    	350.000000	663829    	350.000000	663338    	350.000000	12015     	350.000000	5586.02   	350.000000	16429.1   	350.000000	13699.2   	350.000000	17177.7   	
360.000000	690509    	360.000000	692824    	360.000000	694432    	360.000000	694953    	360.000000	694435    	360.000000	12522.9   	360.000000	5829.26   	360.000000	17161.9   	360.000000	14314.8   	360.000000	17982     	
370.000000	721796    	370.000000	724285    	370.000000	725970    	370.000000	726519    	370.000000	725974    	370.000000	13034.2   	370.000000	6075.08   	370.000000	17902.4   	370.000000	14937.8   	370.000000	18797.3   	
380.000000	753515    	380.000000	756179    	380.000000	757939    	380.000000	758516    	380.000000	757942    	380.000000	13548.7   	380.000000	6323.33   	380.000000	18650.2   	380.000000	15568     	380.000000	19623.2   	
390.000000	785657    	390.000000	788494    	390.000000	790325    	390.000000	790931    	390.000000	790329    	390.000000	14066     	390.000000	6573.96   	390.000000	19405     	390.000000	16205     	390.000000	20459.4   	
400.000000	818211    	400.000000	821219    	400.000000	823118    	400.000000	823753    	400.000000	823121    	400.000000	14586     	400.000000	6826.92   	400.000000	20166.5   	400.000000	16848.6   	400.000000	21305.6   	
410.000000	851166    	410.000000	854343    	410.000000	856307    	410.000000	856970    	410.000000	856309    	410.000000	15108.4   	410.000000	7082.14   	410.000000	20934.3   	410.000000	17498.6   	410.000000	22161.5   	
420.000000	884513    	420.000000	887856    	420.000000	889880    	420.000000	890573    	420.000000	889881    	420.000000	15633.1   	420.000000	7339.44   	420.000000	21708.1   	420.000000	18154.9   	420.000000	23026.7   	
430.000000	918242    	430.000000	921749    	430.000000	923828    	430.000000	924550    	430.000000	923828    	430.000000	16159.8   	430.000000	7598.67   	430.000000	22487.8   	430.000000	18817     	430.000000	23900.9   	
440.000000	952345    	440.000000	956010    	440.000000	958140    	440.000000	958892    	440.000000	958139    	440.000000	16688.4   	440.000000	7859.82   	440.000000	23272.9   	440.000000	19485     	440.000000	24784     	
450.000000	986813    	450.000000	990632    	450.000000	992807    	450.000000	993589    	450.000000	992804    	450.000000	17218.6   	450.000000	8122.95   	450.000000	24063.3   	450.000000	20158.4   	450.000000	25675.5   	
460.000000	1.02164e+06	460.000000	1.02561e+06	460.000000	1.02782e+06	460.000000	1.02863e+06	460.000000	1.02781e+06	460.000000	17750.3   	460.000000	8388.06   	460.000000	24858.7   	460.000000	20837.3   	460.000000	26575.2   	
470.000000	1.05681e+06	470.000000	1.06092e+06	470.000000	1.06317e+06	470.000000	1.06401e+06	470.000000	1.06316e+06	470.000000	18283.4   	470.000000	8655.08   	470.000000	25658.8   	470.000000	21521.3   	470.000000	27482.8   	
480.000000	1.09232e+06	480.000000	1.09657e+06	480.000000	1.09884e+06	480.000000	1.09972e+06	480.000000	1.09883e+06	480.000000	18817.6   	480.000000	8923.89   	480.000000	26463.5   	480.000000	22210.2   	480.000000	28398.2   	
490.000000	1.12816e+06	490.000000	1.13254e+06	490.000000	1.13483e+06	490.000000	1.13574e+06	490.000000	1.13483e+06	490.000000	19352.9   	490.000000	9194.33   	490.000000	27272.4   	490.000000	22904     	490.000000	29321     	
500.000000	1.16433e+06	500.000000	1.16883e+06	500.000000	1.17113e+06	500.000000	1.17208e+06	500.000000	1.17113e+06	500.000000	19889.1   	500.000000	9466.32   	500.000000	28085.5   	500.000000	23602.4   	500.000000	30251     	
520.000000	1.23761e+06	520.000000	1.24234e+06	520.000000	1.24463e+06	520.000000	1.24565e+06	520.000000	1.24464e+06	520.000000	20963.6   	520.000000	10015.1   	520.000000	29723     	520.000000	25012.5   	520.000000	32131.7   	
540.000000	1.3121e+06	540.000000	1.31702e+06	540.000000	1.31929e+06	540.000000	1.32038e+06	540.000000	1.31929e+06	540.000000	22040.3   	540.000000	10570.3   	540.000000	31374.4   	540.000000	26439.3   	540.000000	34038.6   	
560.000000	1.38774e+06	560.000000	1.39283e+06	560.000000	1.39503e+06	560.000000	1.3962e+06	560.000000	1.39504e+06	560.000000	23118.1   	560.000000	11130.9   	560.000000	33038.4   	560.000000	27881.4   	560.000000	35970     	
580.000000	1.46449e+06	580.000000	1.46971e+06	580.000000	1.47182e+06	580.000000	1.47305e+06	580.000000	1.47182e+06	580.000000	24196.4   	580.000000	11696.7   	580.000000	34713.6   	580.000000	29338     	580.000000	37924.3   	
600.000000	1.5423e+06	600.000000	1.5476e+06	600.000000	1.54959e+06	600.000000	1.5509e+06	600.000000	1.54959e+06	600.000000	25274.3   	600.000000	12267.4   	600.000000	36398.7   	600.000000	30807.8   	600.000000	39900     	
620.000000	1.62112e+06	620.000000	1.62647e+06	620.000000	1.6283e+06	620.000000	1.62968e+06	620.000000	1.6283e+06	620.000000	26351.3   	620.000000	12842.8   	620.000000	38092.6   	620.000000	32290     	620.000000	41895.8   	
640.000000	1.70091e+06	640.000000	1.70627e+06	640.000000	1.7079e+06	640.000000	1.70936e+06	640.000000	1.7079e+06	640.000000	27426.7   	640.000000	13422.7   	640.000000	39794.3   	640.000000	33783.6   	640.000000	43910.3   	
660.000000	1.78162e+06	660.000000	1.78695e+06	660.000000	1.78835e+06	660.000000	1.78989e+06	660.000000	1.78835e+06	660.000000	28500.1   	660.000000	14006.8   	660.000000	41502.7   	660.000000	35287.7   	660.000000	45942.3   	
680.000000	1.86321e+06	680.000000	1.86848e+06	680.000000	1.86962e+06	680.000000	1.87123e+06	680.000000	1.86961e+06	680.000000	29570.9   	680.000000	14595     	680.000000	43217     	680.000000	36801.7   	680.000000	47990.6   	
700.000000	1.94566e+06	700.000000	1.95081e+06	700.000000	1.95165e+06	700.000000	1.95334e+06	700.000000	1.95165e+06	700.000000	30638.7   	700.000000	15187.1   	700.000000	44936.3   	700.000000	38324.6   	700.000000	50054.2   	
720.000000	2.02891e+06	720.000000	2.03392e+06	720.000000	2.03442e+06	720.000000	2.03619e+06	720.000000	2.03441e+06	720.000000	31703.1   	720.000000	15782.9   	720.000000	46659.8   	720.000000	39855.7   	720.000000	52131.9   	
740.000000	2.11294e+06	740.000000	2.11776e+06	740.000000	2.11789e+06	740.000000	2.11974e+06	740.000000	2.11788e+06	740.000000	32763.8   	740.000000	16382.3   	740.000000	48386.7   	740.000000	41394.5   	740.000000	54222.7   	
760.000000	2.19771e+06	760.000000	2.2023e+06	760.000000	2.20202e+06	760.000000	2.20396e+06	760.000000	2.20202e+06	760.000000	33820.5   	760.000000	16984.8   	760.000000	50116.5   	760.000000	42940.3   	760.000000	56325.9   	
780.000000	2.28319e+06	780.000000	2.28751e+06	780.000000	2.28679e+06	780.000000	2.28882e+06	780.000000	2.28679e+06	780.000000	34872.9   	780.000000	17590.1   	780.000000	51848.4   	780.000000	44492.4   	780.000000	58440.4   	
800.000000	2.36936e+06	800.000000	2.37336e+06	800.000000	2.37217e+06	800.000000	2.37428e+06	800.000000	2.37217e+06	800.000000	35920.7   	800.000000	18198.3   	800.000000	53581.9   	800.000000	46050.3   	800.000000	60565.4   	
820.000000	2.45617e+06	820.000000	2.45982e+06	820.000000	2.45813e+06	820.000000	2.46033e+06	820.000000	2.45814e+06	820.000000	36963.7   	820.000000	18809.4   	820.000000	55316.4   	820.000000	47613.5   	820.000000	62700.2   	
840.000000	2.54361e+06	840.000000	2.54687e+06	840.000000	2.54464e+06	840.000000	2.54693e+06	840.000000	2.54465e+06	840.000000	38001.8   	840.000000	19423.4   	840.000000	57051.5   	840.000000	49181.4   	840.000000	64844     	
860.000000	2.63164e+06	860.000000	2.63448e+06	860.000000	2.63168e+06	860.000000	2.63406e+06	860.000000	2.6317e+06	860.000000	39034.7   	860.000000	20040.4   	860.000000	58786.6   	860.000000	50753.7   	860.000000	66996     	
880.000000	2.72024e+06	880.000000	2.72262e+06	880.000000	2.71923e+06	880.000000	2.7217e+06	880.000000	2.71925e+06	880.000000	40062.4   	880.000000	20660.1   	880.000000	60521.3   	880.000000	52329.7   	880.000000	69155.7   	
900.000000	2.80939e+06	900.000000	2.81127e+06	900.000000	2.80726e+06	900.000000	2.80982e+06	900.000000	2.80728e+06	900.000000	41084.6   	900.000000	21282.3   	900.000000	62255.2   	900.000000	53909.2   	900.000000	71322.3   	
920.000000	2.89906e+06	920.000000	2.9004e+06	920.000000	2.89576e+06	920.000000	2.8984e+06	920.000000	2.89577e+06	920.000000	42101.3   	920.000000	21906.8   	920.000000	63987.9   	920.000000	55491.7   	920.000000	73495.3   	
940.000000	2.98923e+06	940.000000	2.99001e+06	940.000000	2.98469e+06	940.000000	2.98742e+06	940.000000	2.98471e+06	940.000000	43112.3   	940.000000	22533.3   	940.000000	65719.2   	940.000000	57076.9   	940.000000	75674.1   	
960.000000	3.07987e+06	960.000000	3.08005e+06	960.000000	3.07404e+06	960.000000	3.07687e+06	960.000000	3.07406e+06	960.000000	44117.6   	960.000000	23161.9   	960.000000	67448.5   	960.000000	58664.3   	960.000000	77858.2   	
980.000000	3.17097e+06	980.000000	3.17053e+06	980.000000	3.1638e+06	980.000000	3.16671e+06	980.000000	3.16382e+06	980.000000	45117.1   	980.000000	23792.4   	980.000000	69175.7   	980.000000	60253.6   	980.000000	80046.9   	
1000.000000	3.26251e+06	1000.000000	3.2614e+06	1000.000000	3.25394e+06	1000.000000	3.25694e+06	1000.000000	3.25396e+06	1000.000000	46110.7   	1000.000000	24424.9   	1000.000000	70900.5   	1000.000000	61844.6   	1000.000000	82240     	
1020.000000	3.35445e+06	1020.000000	3.35267e+06	1020.000000	3.34445e+06	1020.000000	3.34754e+06	1020.000000	3.34446e+06	1020.000000	47098.4   	1020.000000	25059.2   	1020.000000	72622.5   	1020.000000	63436.9   	1020.000000	84436.8   	
1040.000000	3.4468e+06	1040.000000	3.4443e+06	1040.000000	3.43531e+06	1040.000000	3.43849e+06	1040.000000	3.43532e+06	1040.000000	48080.2   	1040.000000	25695.3   	1040.000000	74341.7   	1040.000000	65030.2   	1040.000000	86637     	
1060.000000	3.53953e+06	1060.000000	3.53629e+06	1060.000000	3.5265e+06	1060.000000	3.52978e+06	1060.000000	3.52652e+06	1060.000000	49055.9   	1060.000000	26333.2   	1060.000000	76057.6   	1060.000000	66624.3   	1060.000000	88840.1   	
1080.000000	3.63261e+06	1080.000000	3.62861e+06	1080.000000	3.61802e+06	1080.000000	3.62139e+06	1080.000000	3.61803e+06	1080.000000	50025.7   	1080.000000	26972.8   	1080.000000	77770.2   	1080.000000	68218.9   	1080.000000	91045.8   	
1100.000000	3.72604e+06	1100.000000	3.72125e+06	1100.000000	3.70985e+06	1100.000000	3.7133e+06	1100.000000	3.70986e+06	1100.000000	50989.4   	1100.000000	27614.1   	1100.000000	79479.2   	1100.000000	69813.7   	1100.000000	93253.6   	
1120.000000	3.81979e+06	1120.000000	3.8142e+06	1120.000000	3.80197e+06	1120.000000	3.80551e+06	1120.000000	3.80197e+06	1120.000000	51947.2   	1120.000000	28257     	1120.000000	81184.4   	1120.000000	71408.6   	1120.000000	95463.2   	
1140.000000	3.91386e+06	1140.000000	3.90744e+06	1140.000000	3.89437e+06	1140.000000	3.898e+06 	1140.000000	3.89437e+06	1140.000000	52898.9   	1140.000000	28901.4   	1140.000000	82885.8   	1140.000000	73003.3   	1140.000000	97674.2   	
1160.000000	4.00822e+06	1160.000000	4.00095e+06	1160.000000	3.98703e+06	1160.000000	3.99076e+06	1160.000000	3.98704e+06	1160.000000	53844.5   	1160.000000	29547.4   	1160.000000	84583     	1160.000000	74597.6   	1160.000000	99886.4   	
1180.000000	4.10287e+06	1180.000000	4.09473e+06	1180.000000	4.07996e+06	1180.000000	4.08378e+06	1180.000000	4.07996e+06	1180.000000	54784.1   	1180.000000	30195     	1180.000000	86276.1   	1180.000000	76191.3   	1180.000000	102099    	
1200.000000	4.19778e+06	1200.000000	4.18876e+06	1200.000000	4.17313e+06	1200.000000	4.17704e+06	1200.000000	4.17313e+06	1200.000000	55717.8   	1200.000000	30844     	1200.000000	87964.8   	1200.000000	77784.3   	1200.000000	104313    	
1220.000000	4.29294e+06	1220.000000	4.28303e+06	1220.000000	4.26654e+06	1220.000000	4.27054e+06	1220.000000	4.26653e+06	1220.000000	56645.4   	1220.000000	31494.4   	1220.000000	89649.1   	1220.000000	79376.3   	1220.000000	106527    	
1240.000000	4.38835e+06	1240.000000	4.37753e+06	1240.000000	4.36017e+06	1240.000000	4.36426e+06	1240.000000	4.36016e+06	1240.000000	57567.1   	1240.000000	32146.3   	1240.000000	91328.7   	1240.000000	80967.2   	1240.000000	108741    	
1260.000000	4.48398e+06	1260.000000	4.47224e+06	1260.000000	4.45401e+06	1260.000000	4.4582e+06	1260.000000	4.454e+06 	1260.000000	58482.8   	1260.000000	32799.5   	1260.000000	93003.8   	1260.000000	82556.8   	1260.000000	110954    	
1280.000000	4.57983e+06	1280.000000	4.56716e+06	1280.000000	4.54807e+06	1280.000000	4.55234e+06	1280.000000	4.54805e+06	1280.000000	59392.7   	1280.000000	33454.1   	1280.000000	94674     	1280.000000	84145     	1280.000000	113167    	
1300.000000	4.67588e+06	1300.000000	4.66227e+06	1300.000000	4.64231e+06	1300.000000	4.64668e+06	1300.000000	4.64229e+06	1300.000000	60296.6   	1300.000000	34110     	1300.000000	96339.4   	1300.000000	85731.7   	1300.000000	115380    	
1320.000000	4.77212e+06	1320.000000	4.75756e+06	1320.000000	4.73675e+06	1320.000000	4.7412e+06	1320.000000	4.73672e+06	1320.000000	61194.7   	1320.000000	34767.3   	1320.000000	97999.9   	1320.000000	87316.7   	1320.000000	117591    	
1340.000000	4.86854e+06	1340.000000	4.85303e+06	1340.000000	4.83136e+06	1340.000000	4.83591e+06	1340.000000	4.83133e+06	1340.000000	62087     	1340.000000	35425.8   	1340.000000	99655.4   	1340.000000	88899.9   	1340.000000	119802    	
1360.000000	4.96514e+06	1360.000000	4.94866e+06	1360.000000	4.92614e+06	1360.000000	4.93078e+06	1360.000000	4.92611e+06	1360.000000	62973.5   	1360.000000	36085.5   	1360.000000	101306    	1360.000000	90481.2   	1360.000000	122011    	
1380.000000	5.06189e+06	1380.000000	5.04445e+06	1380.000000	5.02109e+06	1380.000000	5.02582e+06	1380.000000	5.02106e+06	1380.000000	63854.2   	1380.000000	36746.6   	1380.000000	102951    	1380.000000	92060.4   	1380.000000	124218    	
1400.000000	5.15879e+06	1400.000000	5.14039e+06	1400.000000	5.11619e+06	1400.000000	5.12102e+06	1400.000000	5.11616e+06	1400.000000	64729.3   	1400.000000	37408.8   	1400.000000	104591    	1400.000000	93637.5   	1400.000000	126424    	
1420.000000	5.25583e+06	1420.000000	5.23646e+06	1420.000000	5.21143e+06	1420.000000	5.21636e+06	1420.000000	5.2114e+06	1420.000000	65598.7   	1420.000000	38072.2   	1420.000000	106226    	1420.000000	95212.4   	1420.000000	128628    	
1440.000000	5.35299e+06	1440.000000	5.33266e+06	1440.000000	5.30682e+06	1440.000000	5.31185e+06	1440.000000	5.3068e+06	1440.000000	66462.6   	1440.000000	38736.8   	1440.000000	107856    	1440.000000	96784.9   	1440.000000	130830    	
1460.000000	5.45028e+06	1460.000000	5.42898e+06	1460.000000	5.40234e+06	1460.000000	5.40747e+06	1460.000000	5.40232e+06	1460.000000	67320.8   	1460.000000	39402.5   	1460.000000	109480    	1460.000000	98355     	1460.000000	133030    	
1480.000000	5.54768e+06	1480.000000	5.52542e+06	1480.000000	5.49799e+06	1480.000000	5.50323e+06	1480.000000	5.49798e+06	1480.000000	68173.5   	1480.000000	40069.4   	1480.000000	111099    	1480.000000	99922.6   	1480.000000	135227    	
1500.000000	5.64518e+06	1500.000000	5.62196e+06	1500.000000	5.59377e+06	1500.000000	5.5991e+06	1500.000000	5.59376e+06	1500.000000	69020.8   	1500.000000	40737.3   	1500.000000	112713    	1500.000000	101488    	1500.000000	137422    	
1520.000000	5.74278e+06	1520.000000	5.7186e+06	1520.000000	5.68966e+06	1520.000000	5.69509e+06	1520.000000	5.68965e+06	1520.000000	69862.7   	1520.000000	41406.4   	1520.000000	114321    	1520.000000	103050    	1520.000000	139615    	
1540.000000	5.84047e+06	1540.000000	5.81533e+06	1540.000000	5.78566e+06	1540.000000	5.7912e+06	1540.000000	5.78566e+06	1540.000000	70699.1   	1540.000000	42076.6   	1540.000000	115924    	1540.000000	104610    	1540.000000	141805    	
1560.000000	5.93823e+06	1560.000000	5.91215e+06	1560.000000	5.88178e+06	1560.000000	5.88741e+06	1560.000000	5.88178e+06	1560.000000	71530.3   	1560.000000	42747.8   	1560.000000	117522    	1560.000000	106166    	1560.000000	143992    	
1580.000000	6.03606e+06	1580.000000	6.00905e+06	1580.000000	5.97799e+06	1580.000000	5.98373e+06	1580.000000	5.97799e+06	1580.000000	72356.2   	1580.000000	43420.2   	1580.000000	119114    	1580.000000	107720    	1580.000000	146176    	
1600.000000	6.13396e+06	1600.000000	6.10602e+06	1600.000000	6.0743e+06	1600.000000	6.08014e+06	1600.000000	6.07431e+06	1600.000000	73176.8   	1600.000000	44093.6   	1600.000000	120700    	1600.000000	109271    	1600.000000	148357    	
1620.000000	6.23191e+06	1620.000000	6.20306e+06	1620.000000	6.1707e+06	1620.000000	6.17664e+06	1620.000000	6.17071e+06	1620.000000	73992.3   	1620.000000	44768     	1620.000000	122282    	1620.000000	110819    	1620.000000	150535    	
1640.000000	6.32991e+06	1640.000000	6.30016e+06	1640.000000	6.26719e+06	1640.000000	6.27323e+06	1640.000000	6.2672e+06	1640.000000	74802.6   	1640.000000	45443.5   	1640.000000	123857    	1640.000000	112364    	1640.000000	152710    	
1660.000000	6.42795e+06	1660.000000	6.39732e+06	1660.000000	6.36376e+06	1660.000000	6.3699e+06	1660.000000	6.36378e+06	1660.000000	75607.9   	1660.000000	46120.1   	1660.000000	125428    	1660.000000	113906    	1660.000000	154882    	
1680.000000	6.52603e+06	1680.000000	6.49452e+06	1680.000000	6.46041e+06	1680.000000	6.46665e+06	1680.000000	6.46043e+06	1680.000000	76408.1   	1680.000000	46797.7   	1680.000000	126993    	1680.000000	115445    	1680.000000	157050    	
1700.000000	6.62414e+06	1700.000000	6.59177e+06	1700.000000	6.55714e+06	1700.000000	6.56348e+06	1700.000000	6.55716e+06	1700.000000	77203.4   	1700.000000	47476.3   	1700.000000	128552    	1700.000000	116981    	1700.000000	159215    	
1750.000000	6.86951e+06	1750.000000	6.83505e+06	1750.000000	6.79926e+06	1750.000000	6.80584e+06	1750.000000	6.79928e+06	1750.000000	79170.1   	1750.000000	49177.1   	1750.000000	132426    	1750.000000	120806    	1750.000000	164611    	
1800.000000	7.11494e+06	1800.000000	7.07851e+06	1800.000000	7.04176e+06	1800.000000	7.04859e+06	1800.000000	7.04179e+06	1800.000000	81106.8   	1800.000000	50883.8   	1800.000000	136267    	1800.000000	124611    	1800.000000	169984    	
1850.000000	7.36033e+06	1850.000000	7.32206e+06	1850.000000	7.28459e+06	1850.000000	7.29167e+06	1850.000000	7.28462e+06	1850.000000	83014.2   	1850.000000	52595.8   	1850.000000	140074    	1850.000000	128394    	1850.000000	175334    	
1900.000000	7.60563e+06	1900.000000	7.56566e+06	1900.000000	7.5277e+06	1900.000000	7.53503e+06	1900.000000	7.52774e+06	1900.000000	84893.2   	1900.000000	54313     	1900.000000	143847    	1900.000000	132156    	1900.000000	180658    	
1950.000000	7.85075e+06	1950.000000	7.80923e+06	1950.000000	7.77105e+06	1950.000000	7.77863e+06	1950.000000	7.7711e+06	1950.000000	86744.4   	1950.000000	56035.1   	1950.000000	147587    	1950.000000	135897    	1950.000000	185957    	
2000.000000	8.09562e+06	2000.000000	8.05272e+06	2000.000000	8.01461e+06	2000.000000	8.02243e+06	2000.000000	8.01465e+06	2000.000000	88568.5   	2000.000000	57762.1   	2000.000000	151294    	2000.000000	139615    	2000.000000	191230    	
2100.000000	8.58439e+06	2100.000000	8.53928e+06	2100.000000	8.50217e+06	2100.000000	8.51049e+06	2100.000000	8.50222e+06	2100.000000	92138.6   	2100.000000	61231.4   	2100.000000	158610    	2100.000000	146986    	2100.000000	201696    	
2200.000000	9.0715e+06	2200.000000	9.02496e+06	2200.000000	8.99014e+06	2200.000000	8.99894e+06	2200.000000	8.99019e+06	2200.000000	95609     	2200.000000	64721.8   	2200.000000	165798    	2200.000000	154266    	2200.000000	212053    	
2300.000000	9.55657e+06	2300.000000	9.50946e+06	2300.000000	9.47828e+06	2300.000000	9.48757e+06	2300.000000	9.47833e+06	2300.000000	98984.7   	2300.000000	68233.4   	2300.000000	172862    	2300.000000	161457    	2300.000000	222300    	
2400.000000	1.00393e+07	2400.000000	9.99251e+06	2400.000000	9.96642e+06	2400.000000	9.97619e+06	2400.000000	9.96648e+06	2400.000000	102271    	2400.000000	71765.4   	2400.000000	179805    	2400.000000	168558    	2400.000000	232434    	
2500.000000	1.05193e+07	2500.000000	1.04739e+07	2500.000000	1.04544e+07	2500.000000	1.04647e+07	2500.000000	1.04545e+07	2500.000000	105472    	2500.000000	75316.4   	2500.000000	186630    	2500.000000	175569    	2500.000000	242456    	
2600.000000	1.09964e+07	2600.000000	1.09534e+07	2600.000000	1.09421e+07	2600.000000	1.09528e+07	2600.000000	1.09422e+07	2600.000000	108592    	2600.000000	78885.6   	2600.000000	193340    	2600.000000	182492    	2600.000000	252365    	
2700.000000	1.14704e+07	2700.000000	1.14309e+07	2700.000000	1.14294e+07	2700.000000	1.14406e+07	2700.000000	1.14295e+07	2700.000000	111635    	2700.000000	82472.4   	2700.000000	199940    	2700.000000	189328    	2700.000000	262163    	
2800.000000	1.19411e+07	2800.000000	1.19061e+07	2800.000000	1.19162e+07	2800.000000	1.19279e+07	2800.000000	1.19163e+07	2800.000000	114605    	2800.000000	86076.7   	2800.000000	206432    	2800.000000	196077    	2800.000000	271850    	
2900.000000	1.24084e+07	2900.000000	1.23791e+07	2900.000000	1.24025e+07	2900.000000	1.24146e+07	2900.000000	1.24025e+07	2900.000000	117506    	2900.000000	89698.8   	2900.000000	212821    	2900.000000	202741    	2900.000000	281427    	
3000.000000	1.28721e+07	3000.000000	1.28497e+07	3000.000000	1.28881e+07	3000.000000	1.29007e+07	3000.000000	1.28882e+07	3000.000000	120341    	3000.000000	93338.8   	3000.000000	219109    	3000.000000	209322    	3000.000000	290896    	
3200.000000	1.37884e+07	3200.000000	1.37833e+07	3200.000000	1.38573e+07	3200.000000	1.38708e+07	3200.000000	1.38573e+07	3200.000000	125825    	3200.000000	100673    	3200.000000	231395    	3200.000000	222241    	3200.000000	309514    	
3400.000000	1.46894e+07	3400.000000	1.47064e+07	3400.000000	1.48234e+07	3400.000000	1.48378e+07	3400.000000	1.48234e+07	3400.000000	131079    	3400.000000	108080    	3400.000000	243316    	3400.000000	234845    	3400.000000	327719    	
3600.000000	1.55746e+07	3600.000000	1.56186e+07	3600.000000	1.57861e+07	3600.000000	1.58015e+07	3600.000000	1.57861e+07	3600.000000	136123    	3600.000000	115557    	3600.000000	254893    	3600.000000	247147    	3600.000000	345524    	
3800.000000	1.64439e+07	3800.000000	1.65197e+07	3800.000000	1.67454e+07	3800.000000	1.67617e+07	3800.000000	1.67454e+07	3800.000000	140975    	3800.000000	123102    	3800.000000	266148    	3800.000000	259161    	3800.000000	362945    	
4000.000000	1.72971e+07	4000.000000	1.74095e+07	4000.000000	1.77012e+07	4000.000000	1.77183e+07	4000.000000	1.77011e+07	4000.000000	145650    	4000.000000	130714    	4000.000000	277101    	4000.000000	270900    	4000.000000	379996    	
4200.000000	1.81342e+07	4200.000000	1.82881e+07	4200.000000	1.86533e+07	4200.000000	1.86713e+07	4200.000000	1.86532e+07	4200.000000	150162    	4200.000000	138391    	4200.000000	287768    	4200.000000	282375    	4200.000000	396693    	
4400.000000	1.89553e+07	4400.000000	1.91553e+07	4400.000000	1.96018e+07	4400.000000	1.96207e+07	4400.000000	1.96017e+07	4400.000000	154523    	4400.000000	146131    	4400.000000	298167    	4400.000000	293598    	4400.000000	413050    	
4600.000000	1.97605e+07	4600.000000	2.00113e+07	4600.000000	2.05466e+07	4600.000000	2.05664e+07	4600.000000	2.05465e+07	4600.000000	158745    	4600.000000	153933    	4600.000000	308312    	4600.000000	304582    	4600.000000	429080    	
