! 12C range in H2O
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
280.000000	151286    	280.000000	151629    	280.000000	151452    	280.000000	151991    	280.000000	151451    	280.000000	817.953   	280.000000	380.988   	280.000000	1021.86   	280.000000	918.607   	280.000000	1081.85   	
290.000000	160348    	290.000000	160739    	290.000000	160553    	290.000000	161135    	290.000000	160552    	290.000000	863.253   	290.000000	402.355   	290.000000	1080.87   	290.000000	971.566   	290.000000	1147.06   	
300.000000	169587    	300.000000	170028    	300.000000	169831    	300.000000	170459    	300.000000	169830    	300.000000	909.084   	300.000000	424.053   	300.000000	1140.8    	300.000000	1025.43   	300.000000	1213.52   	
310.000000	178998    	310.000000	179491    	310.000000	179283    	310.000000	179957    	310.000000	179282    	310.000000	955.412   	310.000000	446.07    	310.000000	1201.63   	310.000000	1080.15   	310.000000	1281.2    	
320.000000	188576    	320.000000	189122    	320.000000	188902    	320.000000	189624    	320.000000	188901    	320.000000	1002.2    	320.000000	468.38    	320.000000	1263.3    	320.000000	1135.72   	320.000000	1350.06   	
330.000000	198316    	330.000000	198918    	330.000000	198684    	330.000000	199455    	330.000000	198683    	330.000000	1049.43   	330.000000	490.972   	330.000000	1325.78   	330.000000	1192.1    	330.000000	1420.06   	
340.000000	208215    	340.000000	208873    	340.000000	208623    	340.000000	209445    	340.000000	208623    	340.000000	1097.05   	340.000000	513.852   	340.000000	1389.04   	340.000000	1249.25   	340.000000	1491.17   	
350.000000	218269    	350.000000	218983    	350.000000	218717    	350.000000	219591    	350.000000	218717    	350.000000	1145.05   	350.000000	537.002   	350.000000	1453.03   	350.000000	1307.16   	350.000000	1563.34   	
360.000000	228473    	360.000000	229245    	360.000000	228960    	360.000000	229887    	360.000000	228960    	360.000000	1193.4    	360.000000	560.402   	360.000000	1517.73   	360.000000	1365.79   	360.000000	1636.55   	
370.000000	238824    	370.000000	239653    	370.000000	239348    	370.000000	240329    	370.000000	239349    	370.000000	1242.06   	370.000000	584.047   	370.000000	1583.1    	370.000000	1425.13   	370.000000	1710.77   	
380.000000	249318    	380.000000	250205    	380.000000	249879    	380.000000	250914    	380.000000	249879    	380.000000	1291.02   	380.000000	607.926   	380.000000	1649.11   	380.000000	1485.14   	380.000000	1785.95   	
390.000000	259951    	390.000000	260896    	390.000000	260546    	390.000000	261637    	390.000000	260546    	390.000000	1340.26   	390.000000	632.033   	390.000000	1715.73   	390.000000	1545.8    	390.000000	1862.08   	
400.000000	270721    	400.000000	271723    	400.000000	271347    	400.000000	272495    	400.000000	271346    	400.000000	1389.75   	400.000000	656.372   	400.000000	1782.94   	400.000000	1607.09   	400.000000	1939.11   	
410.000000	281624    	410.000000	282681    	410.000000	282277    	410.000000	283484    	410.000000	282277    	410.000000	1439.47   	410.000000	680.946   	410.000000	1850.71   	410.000000	1668.99   	410.000000	2017.03   	
420.000000	292656    	420.000000	293769    	420.000000	293334    	420.000000	294600    	420.000000	293334    	420.000000	1489.39   	420.000000	705.73    	420.000000	1919.01   	420.000000	1731.47   	420.000000	2095.8    	
430.000000	303815    	430.000000	304982    	430.000000	304514    	430.000000	305840    	430.000000	304514    	430.000000	1539.52   	430.000000	730.699   	430.000000	1987.82   	430.000000	1794.52   	430.000000	2175.39   	
440.000000	315097    	440.000000	316317    	440.000000	315813    	440.000000	317201    	440.000000	315814    	440.000000	1589.81   	440.000000	755.85    	440.000000	2057.11   	440.000000	1858.12   	440.000000	2255.79   	
450.000000	326501    	450.000000	327771    	450.000000	327229    	450.000000	328680    	450.000000	327230    	450.000000	1640.26   	450.000000	781.193   	450.000000	2126.86   	450.000000	1922.24   	450.000000	2336.95   	
460.000000	338021    	460.000000	339341    	460.000000	338758    	460.000000	340272    	460.000000	338759    	460.000000	1690.86   	460.000000	806.724   	460.000000	2197.05   	460.000000	1986.87   	460.000000	2418.87   	
470.000000	349657    	470.000000	351025    	470.000000	350398    	470.000000	351976    	470.000000	350399    	470.000000	1741.58   	470.000000	832.436   	470.000000	2267.66   	470.000000	2051.99   	470.000000	2501.51   	
480.000000	361406    	480.000000	362819    	480.000000	362146    	480.000000	363789    	480.000000	362147    	480.000000	1792.41   	480.000000	858.323   	480.000000	2338.66   	480.000000	2117.58   	480.000000	2584.86   	
490.000000	373264    	490.000000	374721    	490.000000	373999    	490.000000	375707    	490.000000	373999    	490.000000	1843.34   	490.000000	884.382   	490.000000	2410.04   	490.000000	2183.62   	490.000000	2668.89   	
500.000000	385229    	500.000000	386727    	500.000000	385953    	500.000000	387727    	500.000000	385953    	500.000000	1894.35   	500.000000	910.608   	500.000000	2481.78   	500.000000	2250.11   	500.000000	2753.57   	
520.000000	409472    	520.000000	411045    	520.000000	410158    	520.000000	412067    	520.000000	410158    	520.000000	1996.58   	520.000000	963.509   	520.000000	2626.26   	520.000000	2384.34   	520.000000	2924.83   	
540.000000	434116    	540.000000	435753    	540.000000	434740    	540.000000	436788    	540.000000	434740    	540.000000	2099.01   	540.000000	1016.97   	540.000000	2771.97   	540.000000	2520.14   	540.000000	3098.48   	
560.000000	459142    	560.000000	460833    	560.000000	459680    	560.000000	461870    	560.000000	459680    	560.000000	2201.55   	560.000000	1071.02   	560.000000	2918.77   	560.000000	2657.41   	560.000000	3274.36   	
580.000000	484534    	580.000000	486267    	580.000000	484960    	580.000000	487296    	580.000000	484962    	580.000000	2304.12   	580.000000	1125.59   	580.000000	3066.55   	580.000000	2796.04   	580.000000	3452.34   	
600.000000	510276    	600.000000	512038    	600.000000	510565    	600.000000	513049    	600.000000	510567    	600.000000	2406.66   	600.000000	1180.62   	600.000000	3215.21   	600.000000	2935.93   	600.000000	3632.28   	
620.000000	536352    	620.000000	538131    	620.000000	536480    	620.000000	539112    	620.000000	536481    	620.000000	2509.1    	620.000000	1236.11   	620.000000	3364.64   	620.000000	3076.99   	620.000000	3814.05   	
640.000000	562748    	640.000000	564531    	640.000000	562688    	640.000000	565472    	640.000000	562689    	640.000000	2611.4    	640.000000	1292.05   	640.000000	3514.74   	640.000000	3219.13   	640.000000	3997.54   	
660.000000	589450    	660.000000	591224    	660.000000	589175    	660.000000	592113    	660.000000	589175    	660.000000	2713.49   	660.000000	1348.45   	660.000000	3665.44   	660.000000	3362.27   	660.000000	4182.62   	
680.000000	616444    	680.000000	618196    	680.000000	615927    	680.000000	619022    	680.000000	615928    	680.000000	2815.34   	680.000000	1405.26   	680.000000	3816.64   	680.000000	3506.34   	680.000000	4369.2    	
700.000000	643719    	700.000000	645435    	700.000000	642933    	700.000000	646187    	700.000000	642934    	700.000000	2916.91   	700.000000	1462.43   	700.000000	3968.28   	700.000000	3651.25   	700.000000	4557.17   	
720.000000	671263    	720.000000	672929    	720.000000	670180    	720.000000	673596    	720.000000	670182    	720.000000	3018.15   	720.000000	1519.97   	720.000000	4120.29   	720.000000	3796.95   	720.000000	4746.43   	
740.000000	699062    	740.000000	700665    	740.000000	697656    	740.000000	701236    	740.000000	697660    	740.000000	3119.03   	740.000000	1577.84   	740.000000	4272.61   	740.000000	3943.37   	740.000000	4936.91   	
760.000000	727108    	760.000000	728634    	760.000000	725353    	760.000000	729098    	760.000000	725357    	760.000000	3219.53   	760.000000	1636.04   	760.000000	4425.16   	760.000000	4090.45   	760.000000	5128.5    	
780.000000	755388    	780.000000	756825    	780.000000	753260    	780.000000	757171    	780.000000	753264    	780.000000	3319.62   	780.000000	1694.55   	780.000000	4577.91   	780.000000	4238.13   	780.000000	5321.14   	
800.000000	783894    	800.000000	785228    	800.000000	781368    	800.000000	785446    	800.000000	781371    	800.000000	3419.28   	800.000000	1753.34   	800.000000	4730.79   	800.000000	4386.36   	800.000000	5514.75   	
820.000000	812615    	820.000000	813833    	820.000000	809666    	820.000000	813913    	820.000000	809668    	820.000000	3518.48   	820.000000	1812.39   	820.000000	4883.75   	820.000000	4535.09   	820.000000	5709.25   	
840.000000	841542    	840.000000	842632    	840.000000	838146    	840.000000	842563    	840.000000	838147    	840.000000	3617.2    	840.000000	1871.7    	840.000000	5036.76   	840.000000	4684.27   	840.000000	5904.57   	
860.000000	870666    	860.000000	871616    	860.000000	866799    	860.000000	871388    	860.000000	866800    	860.000000	3715.44   	860.000000	1931.28   	860.000000	5189.77   	860.000000	4833.85   	860.000000	6100.65   	
880.000000	899979    	880.000000	900776    	880.000000	895618    	880.000000	900381    	880.000000	895620    	880.000000	3813.17   	880.000000	1991.12   	880.000000	5342.75   	880.000000	4983.8    	880.000000	6297.44   	
900.000000	929472    	900.000000	930105    	900.000000	924595    	900.000000	929534    	900.000000	924597    	900.000000	3910.39   	900.000000	2051.21   	900.000000	5495.65   	900.000000	5134.07   	900.000000	6494.86   	
920.000000	959138    	920.000000	959595    	920.000000	953724    	920.000000	958839    	920.000000	953726    	920.000000	4007.07   	920.000000	2111.52   	920.000000	5648.45   	920.000000	5284.62   	920.000000	6692.87   	
940.000000	988968    	940.000000	989238    	940.000000	982996    	940.000000	988290    	940.000000	983000    	940.000000	4103.23   	940.000000	2172.03   	940.000000	5801.11   	940.000000	5435.43   	940.000000	6891.42   	
960.000000	1.01896e+06	960.000000	1.01903e+06	960.000000	1.01241e+06	960.000000	1.01788e+06	960.000000	1.01241e+06	960.000000	4198.83   	960.000000	2232.74   	960.000000	5953.61   	960.000000	5586.44   	960.000000	7090.45   	
980.000000	1.0491e+06	980.000000	1.04896e+06	980.000000	1.04195e+06	980.000000	1.0476e+06	980.000000	1.04196e+06	980.000000	4293.88   	980.000000	2293.66   	980.000000	6105.91   	980.000000	5737.64   	980.000000	7289.92   	
1000.000000	1.07938e+06	1000.000000	1.07903e+06	1000.000000	1.07162e+06	1000.000000	1.07746e+06	1000.000000	1.07163e+06	1000.000000	4388.38   	1000.000000	2354.8    	1000.000000	6258      	1000.000000	5889      	1000.000000	7489.78   	
1020.000000	1.1098e+06	1020.000000	1.10922e+06	1020.000000	1.10141e+06	1020.000000	1.10743e+06	1020.000000	1.10142e+06	1020.000000	4482.31   	1020.000000	2416.15   	1020.000000	6409.84   	1020.000000	6040.47   	1020.000000	7689.99   	
1040.000000	1.14035e+06	1040.000000	1.13954e+06	1040.000000	1.13132e+06	1040.000000	1.13752e+06	1040.000000	1.13133e+06	1040.000000	4575.68   	1040.000000	2477.7    	1040.000000	6561.43   	1040.000000	6192.05   	1040.000000	7890.51   	
1060.000000	1.17103e+06	1060.000000	1.16997e+06	1060.000000	1.16134e+06	1060.000000	1.16772e+06	1060.000000	1.16134e+06	1060.000000	4668.48   	1060.000000	2539.43   	1060.000000	6712.73   	1060.000000	6343.69   	1060.000000	8091.31   	
1080.000000	1.20182e+06	1080.000000	1.20051e+06	1080.000000	1.19146e+06	1080.000000	1.19803e+06	1080.000000	1.19147e+06	1080.000000	4760.71   	1080.000000	2601.31   	1080.000000	6863.74   	1080.000000	6495.38   	1080.000000	8292.34   	
1100.000000	1.23273e+06	1100.000000	1.23116e+06	1100.000000	1.22169e+06	1100.000000	1.22843e+06	1100.000000	1.22169e+06	1100.000000	4852.36   	1100.000000	2663.36   	1100.000000	7014.43   	1100.000000	6647.09   	1100.000000	8493.58   	
1120.000000	1.26375e+06	1120.000000	1.26191e+06	1120.000000	1.25201e+06	1120.000000	1.25894e+06	1120.000000	1.25201e+06	1120.000000	4943.44   	1120.000000	2725.57   	1120.000000	7164.79   	1120.000000	6798.81   	1120.000000	8694.98   	
1140.000000	1.29487e+06	1140.000000	1.29276e+06	1140.000000	1.28242e+06	1140.000000	1.28954e+06	1140.000000	1.28242e+06	1140.000000	5033.95   	1140.000000	2787.94   	1140.000000	7314.8    	1140.000000	6950.51   	1140.000000	8896.52   	
1160.000000	1.32609e+06	1160.000000	1.3237e+06	1160.000000	1.31292e+06	1160.000000	1.32023e+06	1160.000000	1.31292e+06	1160.000000	5123.88   	1160.000000	2850.49   	1160.000000	7464.46   	1160.000000	7102.17   	1160.000000	9098.17   	
1180.000000	1.3574e+06	1180.000000	1.35472e+06	1180.000000	1.34351e+06	1180.000000	1.351e+06 	1180.000000	1.34351e+06	1180.000000	5213.24   	1180.000000	2913.22   	1180.000000	7613.74   	1180.000000	7253.77   	1180.000000	9299.91   	
1200.000000	1.3888e+06	1200.000000	1.38583e+06	1200.000000	1.37417e+06	1200.000000	1.38185e+06	1200.000000	1.37417e+06	1200.000000	5302.04   	1200.000000	2976.1    	1200.000000	7762.64   	1200.000000	7405.3    	1200.000000	9501.7    	
1220.000000	1.42028e+06	1220.000000	1.41702e+06	1220.000000	1.40492e+06	1220.000000	1.41278e+06	1220.000000	1.40492e+06	1220.000000	5390.26   	1220.000000	3039.15   	1220.000000	7911.14   	1220.000000	7556.74   	1220.000000	9703.51   	
1240.000000	1.45185e+06	1240.000000	1.44828e+06	1240.000000	1.43573e+06	1240.000000	1.44379e+06	1240.000000	1.43574e+06	1240.000000	5477.91   	1240.000000	3102.34   	1240.000000	8059.24   	1240.000000	7708.07   	1240.000000	9905.34   	
1260.000000	1.48349e+06	1260.000000	1.47962e+06	1260.000000	1.46662e+06	1260.000000	1.47487e+06	1260.000000	1.46662e+06	1260.000000	5565      	1260.000000	3165.66   	1260.000000	8206.93   	1260.000000	7859.28   	1260.000000	10107.1   	
1280.000000	1.51519e+06	1280.000000	1.51102e+06	1280.000000	1.49757e+06	1280.000000	1.50601e+06	1280.000000	1.49758e+06	1280.000000	5651.53   	1280.000000	3229.12   	1280.000000	8354.2    	1280.000000	8010.36   	1280.000000	10308.9   	
1300.000000	1.54697e+06	1300.000000	1.54248e+06	1300.000000	1.52859e+06	1300.000000	1.53722e+06	1300.000000	1.5286e+06	1300.000000	5737.5    	1300.000000	3292.69   	1300.000000	8501.04   	1300.000000	8161.29   	1300.000000	10510.6   	
1320.000000	1.57881e+06	1320.000000	1.57401e+06	1320.000000	1.55967e+06	1320.000000	1.5685e+06	1320.000000	1.55968e+06	1320.000000	5822.91   	1320.000000	3356.39   	1320.000000	8647.45   	1320.000000	8312.06   	1320.000000	10712.2   	
1340.000000	1.61071e+06	1340.000000	1.60559e+06	1340.000000	1.59081e+06	1340.000000	1.59983e+06	1340.000000	1.59082e+06	1340.000000	5907.78   	1340.000000	3420.22   	1340.000000	8793.41   	1340.000000	8462.66   	1340.000000	10913.8   	
1360.000000	1.64267e+06	1360.000000	1.63723e+06	1360.000000	1.62201e+06	1360.000000	1.63122e+06	1360.000000	1.62202e+06	1360.000000	5992.09   	1360.000000	3484.16   	1360.000000	8938.93   	1360.000000	8613.07   	1360.000000	11115.2   	
1380.000000	1.67468e+06	1380.000000	1.66892e+06	1380.000000	1.65325e+06	1380.000000	1.66266e+06	1380.000000	1.65327e+06	1380.000000	6075.86   	1380.000000	3548.22   	1380.000000	9084      	1380.000000	8763.29   	1380.000000	11316.5   	
1400.000000	1.70673e+06	1400.000000	1.70066e+06	1400.000000	1.68456e+06	1400.000000	1.69415e+06	1400.000000	1.68457e+06	1400.000000	6159.08   	1400.000000	3612.41   	1400.000000	9228.61   	1400.000000	8913.31   	1400.000000	11517.6   	
1420.000000	1.73884e+06	1420.000000	1.73245e+06	1420.000000	1.71591e+06	1420.000000	1.72569e+06	1420.000000	1.71592e+06	1420.000000	6241.77   	1420.000000	3676.71   	1420.000000	9372.76   	1420.000000	9063.11   	1420.000000	11718.6   	
1440.000000	1.77098e+06	1440.000000	1.76427e+06	1440.000000	1.74731e+06	1440.000000	1.75728e+06	1440.000000	1.74731e+06	1440.000000	6323.93   	1440.000000	3741.12   	1440.000000	9516.45   	1440.000000	9212.69   	1440.000000	11919.4   	
1460.000000	1.80317e+06	1460.000000	1.79614e+06	1460.000000	1.77875e+06	1460.000000	1.78892e+06	1460.000000	1.77876e+06	1460.000000	6405.56   	1460.000000	3805.65   	1460.000000	9659.68   	1460.000000	9362.04   	1460.000000	12120     	
1480.000000	1.83539e+06	1480.000000	1.82804e+06	1480.000000	1.81023e+06	1480.000000	1.8206e+06	1480.000000	1.81024e+06	1480.000000	6486.66   	1480.000000	3870.29   	1480.000000	9802.43   	1480.000000	9511.15   	1480.000000	12320.3   	
1500.000000	1.86765e+06	1500.000000	1.85998e+06	1500.000000	1.84176e+06	1500.000000	1.85232e+06	1500.000000	1.84177e+06	1500.000000	6567.24   	1500.000000	3935.04   	1500.000000	9944.71   	1500.000000	9660.02   	1500.000000	12520.5   	
1520.000000	1.89994e+06	1520.000000	1.89196e+06	1520.000000	1.87332e+06	1520.000000	1.88407e+06	1520.000000	1.87333e+06	1520.000000	6647.31   	1520.000000	3999.9    	1520.000000	10086.5   	1520.000000	9808.63   	1520.000000	12720.5   	
1540.000000	1.93226e+06	1540.000000	1.92396e+06	1540.000000	1.90493e+06	1540.000000	1.91587e+06	1540.000000	1.90493e+06	1540.000000	6726.87   	1540.000000	4064.86   	1540.000000	10227.8   	1540.000000	9956.98   	1540.000000	12920.2   	
1560.000000	1.9646e+06	1560.000000	1.95599e+06	1560.000000	1.93656e+06	1560.000000	1.9477e+06	1560.000000	1.93657e+06	1560.000000	6805.93   	1560.000000	4129.93   	1560.000000	10368.7   	1560.000000	10105.1   	1560.000000	13119.6   	
1580.000000	1.99697e+06	1580.000000	1.98805e+06	1580.000000	1.96823e+06	1580.000000	1.97956e+06	1580.000000	1.96824e+06	1580.000000	6884.48   	1580.000000	4195.1    	1580.000000	10509.1   	1580.000000	10252.9   	1580.000000	13318.8   	
1600.000000	2.02935e+06	1600.000000	2.02013e+06	1600.000000	1.99993e+06	1600.000000	2.01146e+06	1600.000000	1.99994e+06	1600.000000	6962.53   	1600.000000	4260.38   	1600.000000	10649     	1600.000000	10400.4   	1600.000000	13517.8   	
1620.000000	2.06176e+06	1620.000000	2.05223e+06	1620.000000	2.03167e+06	1620.000000	2.04338e+06	1620.000000	2.03167e+06	1620.000000	7040.1    	1620.000000	4325.76   	1620.000000	10788.4   	1620.000000	10547.7   	1620.000000	13716.4   	
1640.000000	2.09418e+06	1640.000000	2.08436e+06	1640.000000	2.06343e+06	1640.000000	2.07534e+06	1640.000000	2.06343e+06	1640.000000	7117.17   	1640.000000	4391.25   	1640.000000	10927.3   	1640.000000	10694.6   	1640.000000	13914.8   	
1660.000000	2.12662e+06	1660.000000	2.1165e+06	1660.000000	2.09521e+06	1660.000000	2.10732e+06	1660.000000	2.09522e+06	1660.000000	7193.77   	1660.000000	4456.83   	1660.000000	11065.8   	1660.000000	10841.3   	1660.000000	14112.9   	
1680.000000	2.15907e+06	1680.000000	2.14866e+06	1680.000000	2.12703e+06	1680.000000	2.13933e+06	1680.000000	2.12703e+06	1680.000000	7269.88   	1680.000000	4522.52   	1680.000000	11203.7   	1680.000000	10987.7   	1680.000000	14310.6   	
1700.000000	2.19152e+06	1700.000000	2.18083e+06	1700.000000	2.15886e+06	1700.000000	2.17136e+06	1700.000000	2.15887e+06	1700.000000	7345.53   	1700.000000	4588.31   	1700.000000	11341.2   	1700.000000	11133.8   	1700.000000	14508.1   	
1750.000000	2.2727e+06	1750.000000	2.26132e+06	1750.000000	2.23856e+06	1750.000000	2.25155e+06	1750.000000	2.23856e+06	1750.000000	7532.6    	1750.000000	4753.2    	1750.000000	11682.9   	1750.000000	11497.6   	1750.000000	15000.3   	
1800.000000	2.3539e+06	1800.000000	2.34186e+06	1800.000000	2.31837e+06	1800.000000	2.33186e+06	1800.000000	2.31838e+06	1800.000000	7716.82   	1800.000000	4918.66   	1800.000000	12021.5   	1800.000000	11859.5   	1800.000000	15490.5   	
1850.000000	2.43508e+06	1850.000000	2.42244e+06	1850.000000	2.3983e+06	1850.000000	2.41227e+06	1850.000000	2.39831e+06	1850.000000	7898.26   	1850.000000	5084.66   	1850.000000	12357.2   	1850.000000	12219.4   	1850.000000	15978.4   	
1900.000000	2.51623e+06	1900.000000	2.50303e+06	1900.000000	2.47832e+06	1900.000000	2.49279e+06	1900.000000	2.47833e+06	1900.000000	8077      	1900.000000	5251.17   	1900.000000	12689.9   	1900.000000	12577.3   	1900.000000	16464.2   	
1950.000000	2.59733e+06	1950.000000	2.58361e+06	1950.000000	2.55842e+06	1950.000000	2.57338e+06	1950.000000	2.55844e+06	1950.000000	8253.09   	1950.000000	5418.16   	1950.000000	13019.6   	1950.000000	12933.1   	1950.000000	16947.7   	
2000.000000	2.67834e+06	2000.000000	2.66417e+06	2000.000000	2.63859e+06	2000.000000	2.65404e+06	2000.000000	2.63861e+06	2000.000000	8426.63   	2000.000000	5585.64   	2000.000000	13346.5   	2000.000000	13286.8   	2000.000000	17428.8   	
2100.000000	2.84004e+06	2100.000000	2.82514e+06	2100.000000	2.79908e+06	2100.000000	2.8155e+06	2100.000000	2.79909e+06	2100.000000	8766.26   	2100.000000	5922.09   	2100.000000	13991.6   	2100.000000	13987.9   	2100.000000	18383.7   	
2200.000000	3.0012e+06	2200.000000	2.98582e+06	2200.000000	2.9597e+06	2200.000000	2.9771e+06	2200.000000	2.95972e+06	2200.000000	9096.41   	2200.000000	6260.57   	2200.000000	14625.4   	2200.000000	14680.5   	2200.000000	19328.9   	
2300.000000	3.16167e+06	2300.000000	3.14611e+06	2300.000000	3.12038e+06	2300.000000	3.13875e+06	2300.000000	3.1204e+06	2300.000000	9417.58   	2300.000000	6601.12   	2300.000000	15248.3   	2300.000000	15364.5   	2300.000000	20263.9   	
2400.000000	3.32136e+06	2400.000000	3.30592e+06	2400.000000	3.28107e+06	2400.000000	3.30041e+06	2400.000000	3.28108e+06	2400.000000	9730.22   	2400.000000	6943.69   	2400.000000	15860.5   	2400.000000	16040     	2400.000000	21188.9   	
2500.000000	3.48017e+06	2500.000000	3.46517e+06	2500.000000	3.4417e+06	2500.000000	3.46201e+06	2500.000000	3.44172e+06	2500.000000	10034.8   	2500.000000	7288.23   	2500.000000	16462.3   	2500.000000	16707.1   	2500.000000	22103.7   	
2600.000000	3.63802e+06	2600.000000	3.62381e+06	2600.000000	3.60225e+06	2600.000000	3.62351e+06	2600.000000	3.60226e+06	2600.000000	10331.7   	2600.000000	7634.66   	2600.000000	17054.1   	2600.000000	17365.7   	2600.000000	23008.2   	
2700.000000	3.79484e+06	2700.000000	3.78177e+06	2700.000000	3.76267e+06	2700.000000	3.78489e+06	2700.000000	3.76268e+06	2700.000000	10621.3   	2700.000000	7982.95   	2700.000000	17636.1   	2700.000000	18016     	2700.000000	23902.7   	
2800.000000	3.95057e+06	2800.000000	3.93901e+06	2800.000000	3.92292e+06	2800.000000	3.9461e+06	2800.000000	3.92293e+06	2800.000000	10903.9   	2800.000000	8333.04   	2800.000000	18208.7   	2800.000000	18658.1   	2800.000000	24787.1   	
2900.000000	4.10516e+06	2900.000000	4.09549e+06	2900.000000	4.083e+06 	2900.000000	4.10713e+06	2900.000000	4.08301e+06	2900.000000	11180     	2900.000000	8684.91   	2900.000000	18772.1   	2900.000000	19292.1   	2900.000000	25661.5   	
3000.000000	4.25857e+06	3000.000000	4.25117e+06	3000.000000	4.24286e+06	3000.000000	4.26795e+06	3000.000000	4.24288e+06	3000.000000	11449.8   	3000.000000	9038.54   	3000.000000	19326.6   	3000.000000	19918.2   	3000.000000	26526.1   	
3200.000000	4.56172e+06	3200.000000	4.56004e+06	3200.000000	4.56191e+06	3200.000000	4.58888e+06	3200.000000	4.56193e+06	3200.000000	11971.7   	3200.000000	9750.95   	3200.000000	20410.2   	3200.000000	21147.3   	3200.000000	28226.4   	
3400.000000	4.85979e+06	3400.000000	4.86543e+06	3400.000000	4.87995e+06	3400.000000	4.9088e+06	3400.000000	4.87998e+06	3400.000000	12471.7   	3400.000000	10470.1   	3400.000000	21461.6   	3400.000000	22346.6   	3400.000000	29889.1   	
3600.000000	5.15266e+06	3600.000000	5.16722e+06	3600.000000	5.19692e+06	3600.000000	5.22761e+06	3600.000000	5.19695e+06	3600.000000	12951.9   	3600.000000	11195.9   	3600.000000	22482.8   	3600.000000	23517.2   	3600.000000	31515.5   	
3800.000000	5.44024e+06	3800.000000	5.46533e+06	3800.000000	5.51274e+06	3800.000000	5.54528e+06	3800.000000	5.51278e+06	3800.000000	13413.7   	3800.000000	11928.2   	3800.000000	23475.5   	3800.000000	24660.4   	3800.000000	33107     	
4000.000000	5.7225e+06	4000.000000	5.75973e+06	4000.000000	5.82741e+06	4000.000000	5.86177e+06	4000.000000	5.82745e+06	4000.000000	13858.8   	4000.000000	12666.9   	4000.000000	24441.6   	4000.000000	25777.4   	4000.000000	34664.9   	
4200.000000	5.99944e+06	4200.000000	6.05038e+06	4200.000000	6.14089e+06	4200.000000	6.17705e+06	4200.000000	6.14094e+06	4200.000000	14288.4   	4200.000000	13411.9   	4200.000000	25382.6   	4200.000000	26869.4   	4200.000000	36190.6   	
4400.000000	6.27108e+06	4400.000000	6.3373e+06	4400.000000	6.45319e+06	4400.000000	6.49113e+06	4400.000000	6.45324e+06	4400.000000	14703.6   	4400.000000	14163.1   	4400.000000	26300     	4400.000000	27937.5   	4400.000000	37685.4   	
4600.000000	6.53749e+06	4600.000000	6.6205e+06	4600.000000	6.76429e+06	4600.000000	6.804e+06 	4600.000000	6.76434e+06	4600.000000	15105.6   	4600.000000	14920.5   	4600.000000	27195     	4600.000000	28982.7   	4600.000000	39150.6   	
4800.000000	6.79872e+06	4800.000000	6.90001e+06	4800.000000	7.07422e+06	4800.000000	7.11568e+06	4800.000000	7.07427e+06	4800.000000	15495.2   	4800.000000	15683.9   	4800.000000	28068.9   	4800.000000	30006.1   	4800.000000	40587.3   	
5000.000000	7.05485e+06	5000.000000	7.17588e+06	5000.000000	7.38297e+06	5000.000000	7.42617e+06	5000.000000	7.38303e+06	5000.000000	15873.3   	5000.000000	16453.3   	5000.000000	28922.8   	5000.000000	31008.7   	5000.000000	41996.7   	
5250.000000	7.36799e+06	5250.000000	7.51567e+06	5250.000000	7.76729e+06	5250.000000	7.81263e+06	5250.000000	7.76735e+06	5250.000000	16330.8   	5250.000000	17423.4   	5250.000000	29963.7   	5250.000000	32233.9   	5250.000000	43721.8   	
5500.000000	7.67349e+06	5500.000000	7.84994e+06	5500.000000	8.14984e+06	5500.000000	8.19731e+06	5500.000000	8.1499e+06	5500.000000	16772.8   	5500.000000	18402.6   	5500.000000	30976.9   	5500.000000	33429.5   	5500.000000	45408     	
6000.000000	8.2624e+06	6000.000000	8.50241e+06	6000.000000	8.90979e+06	6000.000000	8.96144e+06	6000.000000	8.90985e+06	6000.000000	17615     	6000.000000	20387.7   	6000.000000	32926.9   	6000.000000	35738.1   	6000.000000	48671.3   	
6500.000000	8.82324e+06	6500.000000	9.13427e+06	6500.000000	9.66314e+06	6500.000000	9.71889e+06	6500.000000	9.66321e+06	6500.000000	18407.7   	6500.000000	22407.7   	6500.000000	34784.4   	6500.000000	37945.6   	6500.000000	51800.6   	
7000.000000	9.35767e+06	7000.000000	9.74654e+06	7000.000000	1.04102e+07	7000.000000	1.047e+07 	7000.000000	1.04103e+07	7000.000000	19157.3   	7000.000000	24461.5   	7000.000000	36559.7   	7000.000000	40061.4   	7000.000000	54807.9   	
